locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
WA5_RS12415,WA5_RS12415,NC_020519.1,WA5_2402,2633143.0,2633418.0,-,DUF3618 domain-containing protein,Function unknown,Q8NMS7,Op1594
WA5_RS12420,bcp,NC_020519.1,WA5_2403,2633591.0,2634067.0,+,thioredoxin-dependent thiol peroxidase,"Post-translational modification, protein turnover, and chaperones",A0A0S2T6X8,Op1595
WA5_RS12425,WA5_RS12425,NC_020519.1,WA5_2404,2634089.0,2634754.0,+,TetR family transcriptional regulator,Transcription,R0JRQ4,Op1595
WA5_RS12430,WA5_RS12430,NC_020519.1,WA5_2405,2634744.0,2635151.0,-,holo-ACP synthase,Lipid transport and metabolism,Q8NMS4,Op1596
WA5_RS12435,WA5_RS12435,NC_020519.1,WA5_2406,2635162.0,2636496.0,-,DHA2 family efflux MFS transporter permease subunit,Amino acid transport and metabolism,,Op1596
WA5_RS12445,WA5_RS12445,,,,,,,No COG annotation,,
WA5_RS12450,WA5_RS12450,NC_020519.1,WA5_2409,2638646.0,2647636.0,-,type I polyketide synthase,Lipid transport and metabolism,,Op1598
WA5_RS12455,WA5_RS12455,,,,,,,No COG annotation,,
WA5_RS12460,WA5_RS12460,NC_020519.1,WA5_2410,2648232.0,2649416.0,-,PucR family transcriptional regulator,"Secondary metabolites biosynthesis, transport, and catabolism",Q8NMR9,Op1600
WA5_RS12465,WA5_RS12465,NC_020519.1,WA5_2411,2649592.0,2650167.0,+,M23 family metallopeptidase,Cell wall/membrane/envelope biogenesis,R0JRR1,Op1601
WA5_RS12475,WA5_RS12475,NC_020519.1,WA5_2412,2650441.0,2650905.0,+,hypothetical protein,Defense mechanisms,R0JB39,Op1602
WA5_RS12480,WA5_RS12480,NC_020519.1,WA5_2413,2650986.0,2651342.0,+,DUF3817 domain-containing protein,Function unknown,R0JQI5,Op1603
WA5_RS12485,rdgB,NC_020519.1,WA5_2414,2651417.0,2652037.0,-,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,Nucleotide transport and metabolism,Q8NMR5,Op1604
WA5_RS12490,rph,NC_020519.1,WA5_2415,2652064.0,2652801.0,-,ribonuclease PH,"Translation, ribosomal structure and biogenesis",R0HY80,Op1604
WA5_RS12495,WA5_RS12495,NC_020519.1,WA5_2416,2653006.0,2653218.0,-,hypothetical protein,No COG annotation,,Op1605
WA5_RS12500,WA5_RS12500,NC_020519.1,WA5_2417,2653323.0,2654012.0,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op1606
WA5_RS12505,WA5_RS12505,NC_020519.1,,2654047.0,2654762.0,-,IS6 family transposase,No COG annotation,,Op1607
WA5_RS12510,WA5_RS12510,NC_020519.1,WA5_2419,2654872.0,2656197.0,-,DUF2254 domain-containing protein,Function unknown,,Op1608
WA5_RS12515,WA5_RS12515,NC_020519.1,,2656330.0,2656988.0,+,IS6 family transposase,"Replication, recombination and repair",,Op1609
WA5_RS12520,WA5_RS12520,NC_020519.1,WA5_2421,2656971.0,2657600.0,-,hypothetical protein,No COG annotation,,Op1610
WA5_RS12525,cdpA,NC_020519.1,WA5_2422,2657733.0,2658500.0,-,3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA,Function unknown,,Op1611
WA5_RS12530,murI,NC_020519.1,WA5_2423,2658603.0,2659454.0,-,glutamate racemase,Cell wall/membrane/envelope biogenesis,,Op1612
WA5_RS12535,WA5_RS12535,NC_020519.1,WA5_2424,2659514.0,2660134.0,+,putative secreted protein,Transcription,,Op1613
WA5_RS12540,WA5_RS12540,NC_020519.1,WA5_2425,2660144.0,2660638.0,-,MarR family transcriptional regulator,Transcription,A0A1B4WNR9,Op1614
WA5_RS12545,WA5_RS12545,NC_020519.1,WA5_2426,2660668.0,2661417.0,-,rhomboid family intramembrane serine protease,Function unknown,Q8NMQ4,Op1614
WA5_RS12550,WA5_RS12550,NC_020519.1,WA5_2427,2661414.0,2662328.0,-,P1 family peptidase,Amino acid transport and metabolism,,Op1614
WA5_RS12555,WA5_RS12555,NC_020519.1,WA5_2428,2662328.0,2662867.0,-,DUF2017 domain-containing protein,Function unknown,R0JQH5,Op1614
WA5_RS12560,clpS,NC_020519.1,WA5_2429,2662880.0,2663182.0,-,ATP-dependent Clp protease adapter ClpS,Function unknown,A0A0S2T8Z6,Op1614
WA5_RS12565,WA5_RS12565,NC_020519.1,WA5_2430,2663512.0,2664063.0,+,CAP domain-containing protein,Function unknown,,Op1615
WA5_RS12570,WA5_RS12570,NC_020519.1,WA5_2431,2664060.0,2665400.0,+,nicotinate phosphoribosyltransferase,Coenzyme transport and metabolism,A0A6L2RIK4,Op1615
WA5_RS12575,WA5_RS12575,NC_020519.1,WA5_2433,2665860.0,2667857.0,+,ATP-dependent DNA helicase,"Replication, recombination and repair",,Op1616
WA5_RS12580,WA5_RS12580,,,,,,,No COG annotation,,
WA5_RS12585,WA5_RS12585,NC_020519.1,WA5_2435,2668836.0,2669561.0,-,hypothetical protein,Function unknown,,Op1618
WA5_RS12590,serB,NC_020519.1,WA5_2436,2669554.0,2670822.0,-,phosphoserine phosphatase SerB,Amino acid transport and metabolism,,Op1619
WA5_RS12595,ctaD,NC_020519.1,WA5_2437,2671060.0,2672814.0,-,cytochrome c oxidase subunit I,Energy production and conversion,A0A1Q3DSU2,Op1619
WA5_RS12600,nrdF,NC_020519.1,WA5_2438,2673335.0,2674339.0,-,class 1b ribonucleoside-diphosphate reductase subunit beta,Nucleotide transport and metabolism,H7C6B8,Op1619
WA5_RS12605,WA5_RS12605,NC_020519.1,WA5_2439,2674804.0,2675292.0,+,ferritin,Inorganic ion transport and metabolism,A0A0S2T789,Op1620
WA5_RS12610,WA5_RS12610,NC_020519.1,WA5_2440,2675515.0,2676243.0,+,FadR family transcriptional regulator,Transcription,,Op1621
WA5_RS12615,WA5_RS12615,NC_020519.1,WA5_2441,2676240.0,2676902.0,-,metal-dependent transcriptional regulator,Transcription,Q8NMP0,Op1622
WA5_RS12620,WA5_RS12620,NC_020519.1,,2676963.0,2677193.0,-,hypothetical protein,Inorganic ion transport and metabolism,,Op1622
WA5_RS12625,nrdE,NC_020519.1,WA5_2443,2677475.0,2679580.0,-,class 1b ribonucleoside-diphosphate reductase subunit alpha,Nucleotide transport and metabolism,,Op1623
WA5_RS12630,nrdI,NC_020519.1,WA5_2444,2679681.0,2680127.0,-,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,Nucleotide transport and metabolism,R0JQF9,Op1623
WA5_RS12635,nrdH,NC_020519.1,WA5_2445,2680416.0,2680649.0,-,glutaredoxin-like protein NrdH,"Post-translational modification, protein turnover, and chaperones",R0HYA2,Op1623
WA5_RS12640,ykgO,NC_020519.1,,2681220.0,2681342.0,-,type B 50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",M1TTM4,Op1624
WA5_RS12645,nadE,NC_020519.1,WA5_2446,2681546.0,2682379.0,+,ammonia-dependent NAD(+) synthetase,Coenzyme transport and metabolism,Q8NMN7,Op1625
WA5_RS12650,WA5_RS12650,NC_020519.1,WA5_2447,2682376.0,2683125.0,-,fructosamine kinase family protein,Carbohydrate transport and metabolism,Q8NMN6,Op1626
WA5_RS12655,WA5_RS12655,NC_020519.1,WA5_2448,2683128.0,2683541.0,-,pyridoxamine 5'-phosphate oxidase family protein,Function unknown,,Op1626
WA5_RS12660,WA5_RS12660,NC_020519.1,WA5_2449,2683624.0,2684646.0,-,oxidoreductase,Energy production and conversion,,Op1627
WA5_RS12665,WA5_RS12665,NC_020519.1,WA5_2450,2684919.0,2686292.0,+,MmgE/PrpD family protein,Function unknown,A0A6M4Q0Q6,Op1628
WA5_RS12670,WA5_RS12670,NC_020519.1,WA5_2451,2686315.0,2687151.0,+,phosphosulfolactate synthase,Function unknown,A0A516S3J2,Op1628
WA5_RS12680,WA5_RS12680,NC_020519.1,WA5_2452,2687446.0,2688171.0,-,DsbA family protein,"Post-translational modification, protein turnover, and chaperones",,Op1629
WA5_RS12685,pgm,NC_020519.1,WA5_2453,2688386.0,2690050.0,-,phosphoglucomutase (alpha-D-glucose-1%2C6-bisphosphate-dependent),Carbohydrate transport and metabolism,,Op1630
WA5_RS12690,WA5_RS12690,NC_020519.1,WA5_2454,2690150.0,2690440.0,+,fluoride efflux transporter family protein,"Cell cycle control, cell division, chromosome partitioning",A0A0S2T745,Op1631
WA5_RS12695,WA5_RS12695,NC_020519.1,WA5_2455,2690437.0,2690763.0,+,CrcB family protein,"Cell cycle control, cell division, chromosome partitioning",A0A1Q6BNL0,Op1631
WA5_RS12700,WA5_RS12700,NC_020519.1,WA5_2456,2690773.0,2691567.0,+,putative hydro-lyase,Function unknown,Q8NMM7,Op1631
WA5_RS12705,WA5_RS12705,NC_020519.1,WA5_2457,2691689.0,2693056.0,+,IS1380-like element ISCgl4 family transposase,"Replication, recombination and repair",Q8NMM6,Op1632
WA5_RS12710,WA5_RS12710,NC_020519.1,WA5_2458,2693299.0,2694921.0,+,LGFP repeat-containing protein,Cell wall/membrane/envelope biogenesis,A0A0U4Q7Y8,Op1633
WA5_RS12720,WA5_RS12720,NC_020519.1,WA5_2460,2695317.0,2695766.0,-,transposase,"Replication, recombination and repair",,Op1634
WA5_RS12725,WA5_RS12725,NC_020519.1,WA5_2461,2695812.0,2697215.0,+,IS1380-like element IS1677 family transposase,"Replication, recombination and repair",H7C688,Op1635
WA5_RS12730,WA5_RS12730,NC_020519.1,WA5_2462,2697380.0,2698096.0,-,DUF1648 domain-containing protein,Function unknown,,Op1636
WA5_RS12735,WA5_RS12735,NC_020519.1,WA5_2463,2698191.0,2699579.0,-,dicarboxylate/amino acid:cation symporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1637
WA5_RS12740,WA5_RS12740,NC_020519.1,WA5_2464,2699923.0,2702484.0,-,FtsX-like permease family protein,Defense mechanisms,,Op1638
WA5_RS12745,WA5_RS12745,NC_020519.1,WA5_2465,2702484.0,2703338.0,-,ABC transporter ATP-binding protein,Defense mechanisms,A0A1Q3DT26,Op1638
WA5_RS12770,WA5_RS12770,NC_020519.1,WA5_2466,2709878.0,2710558.0,+,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,,Op1639
WA5_RS12775,WA5_RS12775,NC_020519.1,WA5_2467,2710637.0,2711311.0,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,,Op1639
WA5_RS12780,WA5_RS12780,NC_020519.1,WA5_2468,2711850.0,2712377.0,+,methyltransferase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q8NML7,Op1640
WA5_RS12805,murA,NC_020519.1,WA5_2470,2718433.0,2719689.0,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,Q8NML5,Op1641
WA5_RS12810,WA5_RS12810,NC_020519.1,WA5_2471,2719750.0,2720322.0,+,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,Function unknown,Q8NML4,Op1642
WA5_RS12815,WA5_RS12815,NC_020519.1,WA5_2472,2720382.0,2721227.0,-,LuxR C-terminal-related transcriptional regulator,Transcription,R0JPF7,Op1643
WA5_RS12825,cysK,NC_020519.1,WA5_2473,2721925.0,2722860.0,+,cysteine synthase A,Amino acid transport and metabolism,A0A7I8ANM8,Op1644
WA5_RS12830,cysE,NC_020519.1,WA5_2474,2723046.0,2723612.0,+,serine O-acetyltransferase,Amino acid transport and metabolism,R0JKS5,Op1644
WA5_RS12835,WA5_RS12835,NC_020519.1,WA5_2475,2723767.0,2724057.0,-,GNAT family N-acetyltransferase,Function unknown,A0A1Q3DT35,Op1645
WA5_RS12850,sucD,NC_020519.1,WA5_2476,2724475.0,2725359.0,-,succinate--CoA ligase subunit alpha,Energy production and conversion,R0JPF2,Op1646
WA5_RS12855,sucC,NC_020519.1,WA5_2477,2725381.0,2726577.0,-,ADP-forming succinate--CoA ligase subunit beta,Nucleotide transport and metabolism,Q8NMK7,Op1646
WA5_RS12870,WA5_RS12870,NC_020519.1,WA5_2478,2727396.0,2728133.0,-,DsbA family oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",Q8NMK6,Op1647
WA5_RS12875,WA5_RS12875,NC_020519.1,WA5_2479,2728204.0,2729025.0,-,alpha/beta hydrolase,Lipid transport and metabolism,Q8NMK5,Op1648
WA5_RS12885,WA5_RS12885,NC_020519.1,WA5_2480,2729375.0,2730883.0,-,acetyl-CoA hydrolase/transferase family protein,Energy production and conversion,,Op1649
WA5_RS12890,dusB,NC_020519.1,WA5_2481,2731376.0,2732521.0,+,tRNA dihydrouridine synthase DusB,"Translation, ribosomal structure and biogenesis",R0JPF0,Op1650
WA5_RS12895,phoU,NC_020519.1,WA5_2482,2732636.0,2733370.0,+,phosphate signaling complex protein PhoU,Inorganic ion transport and metabolism,Q8NMK2,Op1651
WA5_RS12900,pstB,NC_020519.1,WA5_2483,2733452.0,2734225.0,-,phosphate ABC transporter ATP-binding protein PstB,Inorganic ion transport and metabolism,A0A0S2T754,Op1652
WA5_RS12905,pstA,NC_020519.1,WA5_2484,2734261.0,2735184.0,-,phosphate ABC transporter permease PstA,Inorganic ion transport and metabolism,Q8NMK0,Op1652
WA5_RS12910,pstC,NC_020519.1,WA5_2485,2735199.0,2736266.0,-,phosphate ABC transporter permease subunit PstC,Inorganic ion transport and metabolism,,Op1652
WA5_RS12915,pstS,NC_020519.1,WA5_2486,2736411.0,2737538.0,-,phosphate ABC transporter substrate-binding protein PstS,Inorganic ion transport and metabolism,Q8NMJ8,Op1652
WA5_RS12920,mshD,NC_020519.1,WA5_2487,2737833.0,2738711.0,-,mycothiol synthase,Transcription,Q8NMJ7,Op1653
WA5_RS12925,WA5_RS12925,NC_020519.1,WA5_2488,2738795.0,2739556.0,+,DUF2993 domain-containing protein,Function unknown,,Op1654
WA5_RS12930,WA5_RS12930,NC_020519.1,WA5_2489,2739553.0,2740671.0,-,diacylglycerol kinase family lipid kinase,Lipid transport and metabolism,,Op1655
WA5_RS12935,WA5_RS12935,NC_020519.1,WA5_2490,2740670.0,2741359.0,+,FABP family protein,Function unknown,A0A0U4QCV1,Op1656
WA5_RS12940,WA5_RS12940,NC_020519.1,WA5_2491,2741633.0,2742577.0,-,aminodeoxychorismate lyase,Amino acid transport and metabolism,Q8NMJ3,Op1657
WA5_RS12945,WA5_RS12945,NC_020519.1,WA5_2492,2742667.0,2743788.0,+,folate-binding protein YgfZ,Function unknown,,Op1658
WA5_RS12950,WA5_RS12950,NC_020519.1,WA5_2493,2744010.0,2744225.0,+,DUF3073 domain-containing protein,Function unknown,Q8NMJ1,Op1659
WA5_RS12955,purM,NC_020519.1,WA5_2494,2744878.0,2745954.0,-,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,A0A0S2T7D8,Op1660
WA5_RS12960,purF,NC_020519.1,WA5_2495,2746080.0,2747564.0,-,amidophosphoribosyltransferase,Nucleotide transport and metabolism,,Op1660
WA5_RS12965,WA5_RS12965,NC_020519.1,WA5_2496,2747680.0,2748057.0,-,sterol carrier family protein,Lipid transport and metabolism,A0A0S2T742,Op1661
WA5_RS12970,WA5_RS12970,NC_020519.1,WA5_2497,2748095.0,2749114.0,+,acyl-CoA thioesterase,Lipid transport and metabolism,A0A1Q6C1F1,Op1662
WA5_RS12975,WA5_RS12975,NC_020519.1,WA5_2498,2749159.0,2749923.0,-,hemolysin III family protein,Function unknown,A0A1B4WNW9,Op1663
WA5_RS12980,purL,NC_020519.1,WA5_2499,2750024.0,2752312.0,-,phosphoribosylformylglycinamidine synthase subunit PurL,Nucleotide transport and metabolism,Q8NMI5,Op1664
WA5_RS12985,purQ,NC_020519.1,WA5_2500,2752324.0,2752995.0,-,phosphoribosylformylglycinamidine synthase subunit PurQ,Nucleotide transport and metabolism,Q5KSW7,Op1664
WA5_RS12990,purS,NC_020519.1,WA5_2501,2752992.0,2753237.0,-,phosphoribosylformylglycinamidine synthase subunit PurS,Nucleotide transport and metabolism,R0HXA7,Op1664
WA5_RS12995,WA5_RS12995,NC_020519.1,WA5_2502,2753325.0,2753804.0,-,glutathione peroxidase,"Post-translational modification, protein turnover, and chaperones",Q8NMI2,Op1665
WA5_RS13000,WA5_RS13000,NC_020519.1,WA5_2503,2753992.0,2756742.0,+,ExeM/NucH family extracellular endonuclease,Cell motility,Q8NMI1,Op1666
WA5_RS13010,WA5_RS13010,NC_020519.1,WA5_2505,2757126.0,2757815.0,-,DUF2334 domain-containing protein,Function unknown,R0JAA7,Op1667
WA5_RS13015,WA5_RS13015,NC_020519.1,WA5_2506,2757860.0,2759200.0,-,C4-dicarboxylate transporter DctA,"Intracellular trafficking, secretion, and vesicular transport",A0A1R4GEC5,Op1668
WA5_RS13020,WA5_RS13020,NC_020519.1,WA5_2507,2759529.0,2761649.0,-,S9 family peptidase,Amino acid transport and metabolism,Q8NMH7,Op1669
WA5_RS13025,WA5_RS13025,NC_020519.1,WA5_2508,2761782.0,2762675.0,-,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide transport and metabolism,A0A0S2T7A6,Op1670
WA5_RS13030,purB,NC_020519.1,WA5_2509,2763501.0,2764940.0,-,adenylosuccinate lyase,Nucleotide transport and metabolism,,Op1670
WA5_RS13035,WA5_RS13035,NC_020519.1,WA5_2510,2764975.0,2766084.0,-,pyridoxal phosphate-dependent aminotransferase,Amino acid transport and metabolism,R0JL56,Op1670
WA5_RS13040,purD,NC_020519.1,WA5_2511,2766155.0,2767420.0,-,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,A0A0U4XBP7,Op1671
WA5_RS13045,WA5_RS13045,NC_020519.1,WA5_2512,2767586.0,2767996.0,+,HIT family protein,Nucleotide transport and metabolism,A0A0U4WY96,Op1672
WA5_RS13050,WA5_RS13050,NC_020519.1,WA5_2513,2768340.0,2769095.0,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Q8NMH1,Op1673
WA5_RS13055,WA5_RS13055,NC_020519.1,WA5_2514,2769153.0,2770598.0,-,peptide MFS transporter,Inorganic ion transport and metabolism,,Op1674
WA5_RS13060,WA5_RS13060,NC_020519.1,WA5_2515,2770714.0,2771985.0,+,adenosylmethionine--8-amino-7-oxononanoate transaminase,Coenzyme transport and metabolism,P46395,Op1675
WA5_RS13065,bioD,NC_020519.1,WA5_2516,2771989.0,2772663.0,+,dethiobiotin synthase,Coenzyme transport and metabolism,P46397,Op1675
WA5_RS13070,WA5_RS13070,NC_020519.1,WA5_2517,2772641.0,2774098.0,-,HAMP domain-containing histidine kinase,Signal transduction mechanisms,Q8NMG9,Op1676
WA5_RS13075,WA5_RS13075,NC_020519.1,WA5_2518,2774107.0,2774814.0,-,response regulator transcription factor,Transcription,Q8NMG8,Op1676
WA5_RS13080,WA5_RS13080,NC_020519.1,WA5_2519,2774934.0,2775689.0,-,MerR family transcriptional regulator,Transcription,Q8NMG7,Op1677
WA5_RS13085,WA5_RS13085,NC_020519.1,WA5_2520,2775737.0,2776768.0,-,D-TA family PLP-dependent enzyme,Amino acid transport and metabolism,A0A0U4QIU9,Op1678
WA5_RS13090,WA5_RS13090,NC_020519.1,WA5_2521,2776765.0,2778504.0,-,pyruvate dehydrogenase,Amino acid transport and metabolism,Q8NMG5,Op1678
WA5_RS13095,WA5_RS13095,NC_020519.1,WA5_2522,2778965.0,2780449.0,+,MFS transporter,Amino acid transport and metabolism,Q8NMG4,Op1679
WA5_RS13100,WA5_RS13100,NC_020519.1,WA5_2523,2780439.0,2780972.0,+,TetR family transcriptional regulator,Transcription,A0A0U4XQL5,Op1679
WA5_RS13105,WA5_RS13105,NC_020519.1,WA5_2524,2780996.0,2782318.0,+,MFS transporter,Function unknown,Q8NMG2,Op1679
WA5_RS13110,WA5_RS13110,NC_020519.1,WA5_2525,2782337.0,2784481.0,-,family 16 glycosylhydrolase,Function unknown,Q8NMG1,Op1680
WA5_RS13115,WA5_RS13115,NC_020519.1,WA5_2526,2784653.0,2785615.0,-,FAD-binding protein,Energy production and conversion,,Op1681
WA5_RS13120,WA5_RS13120,NC_020519.1,WA5_2527,2785648.0,2786355.0,-,LysR family transcriptional regulator,Transcription,Q8NMF9,Op1681
WA5_RS13125,WA5_RS13125,NC_020519.1,WA5_2528,2786753.0,2787715.0,-,diaminopimelate dehydrogenase,Amino acid transport and metabolism,P04964,Op1682
WA5_RS13130,WA5_RS13130,NC_020519.1,WA5_2529,2787782.0,2788597.0,+,PHB depolymerase family esterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A172QVT0,Op1683
WA5_RS13135,WA5_RS13135,NC_020519.1,WA5_2530,2788584.0,2789399.0,-,Cof-type HAD-IIB family hydrolase,Function unknown,A0A0U4WWB7,Op1684
WA5_RS13140,WA5_RS13140,NC_020519.1,WA5_2531,2789474.0,2789905.0,-,hypothetical protein,Function unknown,,Op1685
WA5_RS13145,WA5_RS13145,NC_020519.1,WA5_2532,2790152.0,2790553.0,+,helix-turn-helix transcriptional regulator,Transcription,R0HXE6,Op1686
WA5_RS13155,WA5_RS13155,NC_020519.1,WA5_2533,2790982.0,2792451.0,+,threonine/serine exporter family protein,Function unknown,R0HXN3,Op1687
WA5_RS13160,WA5_RS13160,,,,,,,No COG annotation,,
WA5_RS13165,WA5_RS13165,NC_020519.1,WA5_2535,2792873.0,2794330.0,+,trehalose-6-phosphate synthase,Carbohydrate transport and metabolism,B0BK87,Op1688
WA5_RS13170,WA5_RS13170,NC_020519.1,WA5_2536,2794327.0,2794815.0,+,membrane protein,"Post-translational modification, protein turnover, and chaperones",A0A0S2T786,Op1688
WA5_RS13175,otsB,NC_020519.1,WA5_2537,2794870.0,2795640.0,+,trehalose-phosphatase,Carbohydrate transport and metabolism,B0BK89,Op1688
WA5_RS13180,WA5_RS13180,NC_020519.1,WA5_2538,2795673.0,2796755.0,-,LacI family DNA-binding transcriptional regulator,Transcription,,Op1689
WA5_RS13185,WA5_RS13185,NC_020519.1,WA5_2539,2796856.0,2797809.0,+,metal ABC transporter solute-binding protein,Inorganic ion transport and metabolism,,Op1690
WA5_RS13190,WA5_RS13190,NC_020519.1,WA5_2540,2797820.0,2798512.0,+,metal ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q8NME8,Op1690
WA5_RS13195,WA5_RS13195,NC_020519.1,WA5_2541,2798513.0,2799394.0,+,metal ABC transporter permease,Inorganic ion transport and metabolism,A0A1R4GFD2,Op1690
WA5_RS13200,WA5_RS13200,NC_020519.1,WA5_2542,2799592.0,2801037.0,+,integrase core domain-containing protein,"Replication, recombination and repair",,Op1691
WA5_RS13210,WA5_RS13210,NC_020519.1,WA5_2544,2801555.0,2803246.0,-,FAD-dependent oxidoreductase,Energy production and conversion,Q8NME5,Op1692
WA5_RS13215,WA5_RS13215,NC_020519.1,WA5_2545,2803247.0,2803996.0,-,TIM barrel protein,"Replication, recombination and repair",Q8NME4,Op1692
WA5_RS13220,WA5_RS13220,NC_020519.1,WA5_2546,2804071.0,2804691.0,-,Gfo/Idh/MocA family oxidoreductase,Function unknown,Q8NME3,Op1693
WA5_RS13225,WA5_RS13225,NC_020519.1,WA5_2547,2804673.0,2805110.0,-,Gfo/Idh/MocA family oxidoreductase,Function unknown,Q8NME2,Op1693
WA5_RS16570,WA5_RS16570,NC_020519.1,WA5_2548,2805110.0,2805967.0,-,MFS transporter,Amino acid transport and metabolism,,Op1694
WA5_RS16575,WA5_RS16575,NC_020519.1,WA5_2549,2806013.0,2806441.0,-,MFS transporter,Amino acid transport and metabolism,,Op1695
WA5_RS13235,WA5_RS13235,NC_020519.1,WA5_2550,2806596.0,2807252.0,-,IclR family transcriptional regulator,Transcription,Q8NMD9,Op1696
WA5_RS13240,rlmB,NC_020519.1,WA5_2551,2807423.0,2808364.0,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",A0A518TVL8,Op1697
WA5_RS13245,cysS,NC_020519.1,WA5_2552,2808396.0,2809778.0,-,cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q8NMD7,Op1697
WA5_RS13250,WA5_RS13250,NC_020519.1,WA5_2553,2809821.0,2811806.0,-,sucrose-specific PTS transporter subunit IIBC,Carbohydrate transport and metabolism,Q8NMD6,Op1698
WA5_RS13255,scrB,NC_020519.1,WA5_2554,2811957.0,2813258.0,-,sucrose-6-phosphate hydrolase,Carbohydrate transport and metabolism,,Op1699
WA5_RS13260,nagB,NC_020519.1,WA5_2555,2813276.0,2814037.0,-,glucosamine-6-phosphate deaminase,Carbohydrate transport and metabolism,Q8NMD4,Op1699
WA5_RS13265,WA5_RS13265,NC_020519.1,WA5_2556,2814078.0,2815244.0,-,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,,Op1699
WA5_RS13270,WA5_RS13270,NC_020519.1,WA5_2557,2815458.0,2816396.0,+,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,Q8NMD2,Op1700
WA5_RS13275,WA5_RS13275,NC_020519.1,WA5_2558,2816409.0,2817320.0,+,ROK family protein,Carbohydrate transport and metabolism,A0A6L2RJC7,Op1700
WA5_RS13280,WA5_RS13280,NC_020519.1,WA5_2559,2817363.0,2818061.0,+,N-acetylmannosamine-6-phosphate 2-epimerase,Carbohydrate transport and metabolism,A0A0U4XVJ9,Op1701
WA5_RS13285,WA5_RS13285,NC_020519.1,WA5_2560,2818347.0,2819564.0,-,glycoside hydrolase,Carbohydrate transport and metabolism,Q8NMC8,Op1702
WA5_RS13290,WA5_RS13290,NC_020519.1,WA5_2561,2819554.0,2820276.0,-,FadR family transcriptional regulator,Transcription,,Op1702
WA5_RS13295,WA5_RS13295,NC_020519.1,WA5_2562,2820584.0,2822194.0,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Q8NMC6,Op1703
WA5_RS13300,WA5_RS13300,NC_020519.1,WA5_2563,2822375.0,2823340.0,+,ABC transporter permease,Inorganic ion transport and metabolism,R0JLA7,Op1704
WA5_RS13305,WA5_RS13305,NC_020519.1,,2823341.0,2825344.0,+,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,Inorganic ion transport and metabolism,A0A1Q3DTM5,Op1704
WA5_RS13310,WA5_RS13310,NC_020519.1,WA5_2565,2825341.0,2826159.0,+,ATP-binding cassette domain-containing protein,Amino acid transport and metabolism,Q8NMC3,Op1704
WA5_RS13315,WA5_RS13315,NC_020519.1,WA5_2566,2826212.0,2826835.0,-,LysE family translocator,Amino acid transport and metabolism,Q8NMC2,Op1705
WA5_RS13320,WA5_RS13320,NC_020519.1,WA5_2567,2826907.0,2827407.0,+,Lrp/AsnC family transcriptional regulator,Transcription,,Op1706
WA5_RS13325,WA5_RS13325,NC_020519.1,WA5_2568,2827455.0,2827817.0,-,hypothetical protein,No COG annotation,Q8NMC0,Op1707
WA5_RS13330,ispF,NC_020519.1,WA5_2569,2827901.0,2828383.0,-,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,Lipid transport and metabolism,A0A6L2RIZ6,Op1708
WA5_RS13335,ispD,NC_020519.1,WA5_2570,2828376.0,2829146.0,-,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,Q8NMB8,Op1708
WA5_RS13340,WA5_RS13340,NC_020519.1,WA5_2571,2829153.0,2829749.0,-,CarD family transcriptional regulator,Transcription,R0JPX8,Op1708
WA5_RS13345,WA5_RS13345,NC_020519.1,WA5_2572,2830057.0,2830782.0,+,response regulator transcription factor,Transcription,R0JAH5,Op1709
WA5_RS13350,WA5_RS13350,NC_020519.1,WA5_2573,2830779.0,2831897.0,+,HAMP domain-containing histidine kinase,Signal transduction mechanisms,Q8NMB5,Op1709
