locus_tag	gene_name	accession	old_locus_tag	start	end	strand	gene_product	COG	uniprot	operon
WA5_RS12825	cysK	NC_020519.1	WA5_2473	2721925	2722860	+	cysteine synthase A	E	A0A7I8ANM8	Op1644
WA5_RS12830	cysE	NC_020519.1	WA5_2474	2723046	2723612	+	serine O-acetyltransferase	E	R0JKS5	Op1644
WA5_RS12835	WA5_RS12835	NC_020519.1	WA5_2475	2723767	2724057	-	GNAT family N-acetyltransferase	S	A0A1Q3DT35	Op1645
WA5_RS12850	sucD	NC_020519.1	WA5_2476	2724475	2725359	-	succinate--CoA ligase subunit alpha	C	R0JPF2	Op1646
WA5_RS12855	sucC	NC_020519.1	WA5_2477	2725381	2726577	-	ADP-forming succinate--CoA ligase subunit beta	F	Q8NMK7	Op1646
WA5_RS12870	WA5_RS12870	NC_020519.1	WA5_2478	2727396	2728133	-	DsbA family oxidoreductase	Q	Q8NMK6	Op1647
WA5_RS12875	WA5_RS12875	NC_020519.1	WA5_2479	2728204	2729025	-	alpha/beta hydrolase	I	Q8NMK5	Op1648
WA5_RS12885	WA5_RS12885	NC_020519.1	WA5_2480	2729375	2730883	-	acetyl-CoA hydrolase/transferase family protein	C		Op1649
WA5_RS12890	dusB	NC_020519.1	WA5_2481	2731376	2732521	+	tRNA dihydrouridine synthase DusB	J	R0JPF0	Op1650
WA5_RS12895	phoU	NC_020519.1	WA5_2482	2732636	2733370	+	phosphate signaling complex protein PhoU	P	Q8NMK2	Op1651
WA5_RS12900	pstB	NC_020519.1	WA5_2483	2733452	2734225	-	phosphate ABC transporter ATP-binding protein PstB	P	A0A0S2T754	Op1652
WA5_RS12905	pstA	NC_020519.1	WA5_2484	2734261	2735184	-	phosphate ABC transporter permease PstA	P	Q8NMK0	Op1652
WA5_RS12910	pstC	NC_020519.1	WA5_2485	2735199	2736266	-	phosphate ABC transporter permease subunit PstC	P		Op1652
WA5_RS12915	pstS	NC_020519.1	WA5_2486	2736411	2737538	-	phosphate ABC transporter substrate-binding protein PstS	P	Q8NMJ8	Op1652
WA5_RS12920	mshD	NC_020519.1	WA5_2487	2737833	2738711	-	mycothiol synthase	K	Q8NMJ7	Op1653
WA5_RS12925	WA5_RS12925	NC_020519.1	WA5_2488	2738795	2739556	+	DUF2993 domain-containing protein	S		Op1654
WA5_RS12930	WA5_RS12930	NC_020519.1	WA5_2489	2739553	2740671	-	diacylglycerol kinase family lipid kinase	I		Op1655
WA5_RS12935	WA5_RS12935	NC_020519.1	WA5_2490	2740670	2741359	+	FABP family protein	S	A0A0U4QCV1	Op1656
WA5_RS12940	WA5_RS12940	NC_020519.1	WA5_2491	2741633	2742577	-	aminodeoxychorismate lyase	E	Q8NMJ3	Op1657
WA5_RS12945	WA5_RS12945	NC_020519.1	WA5_2492	2742667	2743788	+	folate-binding protein YgfZ	S		Op1658
WA5_RS12950	WA5_RS12950	NC_020519.1	WA5_2493	2744010	2744225	+	DUF3073 domain-containing protein	S	Q8NMJ1	Op1659
WA5_RS12955	purM	NC_020519.1	WA5_2494	2744878	2745954	-	phosphoribosylformylglycinamidine cyclo-ligase	F	A0A0S2T7D8	Op1660
WA5_RS12960	purF	NC_020519.1	WA5_2495	2746080	2747564	-	amidophosphoribosyltransferase	F		Op1660
WA5_RS12965	WA5_RS12965	NC_020519.1	WA5_2496	2747680	2748057	-	sterol carrier family protein	I	A0A0S2T742	Op1661
WA5_RS12970	WA5_RS12970	NC_020519.1	WA5_2497	2748095	2749114	+	acyl-CoA thioesterase	I	A0A1Q6C1F1	Op1662
WA5_RS12975	WA5_RS12975	NC_020519.1	WA5_2498	2749159	2749923	-	hemolysin III family protein	S	A0A1B4WNW9	Op1663
WA5_RS12980	purL	NC_020519.1	WA5_2499	2750024	2752312	-	phosphoribosylformylglycinamidine synthase subunit PurL	F	Q8NMI5	Op1664
WA5_RS12985	purQ	NC_020519.1	WA5_2500	2752324	2752995	-	phosphoribosylformylglycinamidine synthase subunit PurQ	F	Q5KSW7	Op1664
WA5_RS12990	purS	NC_020519.1	WA5_2501	2752992	2753237	-	phosphoribosylformylglycinamidine synthase subunit PurS	F	R0HXA7	Op1664
WA5_RS12995	WA5_RS12995	NC_020519.1	WA5_2502	2753325	2753804	-	glutathione peroxidase	O	Q8NMI2	Op1665
WA5_RS13000	WA5_RS13000	NC_020519.1	WA5_2503	2753992	2756742	+	ExeM/NucH family extracellular endonuclease	N	Q8NMI1	Op1666
WA5_RS13010	WA5_RS13010	NC_020519.1	WA5_2505	2757126	2757815	-	DUF2334 domain-containing protein	S	R0JAA7	Op1667
WA5_RS13015	WA5_RS13015	NC_020519.1	WA5_2506	2757860	2759200	-	C4-dicarboxylate transporter DctA	U	A0A1R4GEC5	Op1668
WA5_RS13020	WA5_RS13020	NC_020519.1	WA5_2507	2759529	2761649	-	S9 family peptidase	E	Q8NMH7	Op1669
WA5_RS13025	WA5_RS13025	NC_020519.1	WA5_2508	2761782	2762675	-	phosphoribosylaminoimidazolesuccinocarboxamide synthase	F	A0A0S2T7A6	Op1670
WA5_RS13030	purB	NC_020519.1	WA5_2509	2763501	2764940	-	adenylosuccinate lyase	F		Op1670
WA5_RS13035	WA5_RS13035	NC_020519.1	WA5_2510	2764975	2766084	-	pyridoxal phosphate-dependent aminotransferase	E	R0JL56	Op1670
WA5_RS13040	purD	NC_020519.1	WA5_2511	2766155	2767420	-	phosphoribosylamine--glycine ligase	F	A0A0U4XBP7	Op1671
WA5_RS13045	WA5_RS13045	NC_020519.1	WA5_2512	2767586	2767996	+	HIT family protein	F	A0A0U4WY96	Op1672
WA5_RS13050	WA5_RS13050	NC_020519.1	WA5_2513	2768340	2769095	-	class I SAM-dependent methyltransferase	Q	Q8NMH1	Op1673
WA5_RS13055	WA5_RS13055	NC_020519.1	WA5_2514	2769153	2770598	-	peptide MFS transporter	P		Op1674
WA5_RS13060	WA5_RS13060	NC_020519.1	WA5_2515	2770714	2771985	+	adenosylmethionine--8-amino-7-oxononanoate transaminase	H	P46395	Op1675
WA5_RS13065	bioD	NC_020519.1	WA5_2516	2771989	2772663	+	dethiobiotin synthase	H	P46397	Op1675
WA5_RS13070	WA5_RS13070	NC_020519.1	WA5_2517	2772641	2774098	-	HAMP domain-containing histidine kinase	T	Q8NMG9	Op1676
WA5_RS13075	WA5_RS13075	NC_020519.1	WA5_2518	2774107	2774814	-	response regulator transcription factor	K	Q8NMG8	Op1676
WA5_RS13080	WA5_RS13080	NC_020519.1	WA5_2519	2774934	2775689	-	MerR family transcriptional regulator	K	Q8NMG7	Op1677
WA5_RS13085	WA5_RS13085	NC_020519.1	WA5_2520	2775737	2776768	-	D-TA family PLP-dependent enzyme	E	A0A0U4QIU9	Op1678
WA5_RS13090	WA5_RS13090	NC_020519.1	WA5_2521	2776765	2778504	-	pyruvate dehydrogenase	E	Q8NMG5	Op1678
WA5_RS13095	WA5_RS13095	NC_020519.1	WA5_2522	2778965	2780449	+	MFS transporter	E	Q8NMG4	Op1679
WA5_RS13100	WA5_RS13100	NC_020519.1	WA5_2523	2780439	2780972	+	TetR family transcriptional regulator	K	A0A0U4XQL5	Op1679
WA5_RS13105	WA5_RS13105	NC_020519.1	WA5_2524	2780996	2782318	+	MFS transporter	S	Q8NMG2	Op1679
WA5_RS13110	WA5_RS13110	NC_020519.1	WA5_2525	2782337	2784481	-	family 16 glycosylhydrolase	S	Q8NMG1	Op1680
WA5_RS13115	WA5_RS13115	NC_020519.1	WA5_2526	2784653	2785615	-	FAD-binding protein	C		Op1681
WA5_RS13120	WA5_RS13120	NC_020519.1	WA5_2527	2785648	2786355	-	LysR family transcriptional regulator	K	Q8NMF9	Op1681
WA5_RS13125	WA5_RS13125	NC_020519.1	WA5_2528	2786753	2787715	-	diaminopimelate dehydrogenase	E	P04964	Op1682
WA5_RS13130	WA5_RS13130	NC_020519.1	WA5_2529	2787782	2788597	+	PHB depolymerase family esterase	Q	A0A172QVT0	Op1683
WA5_RS13135	WA5_RS13135	NC_020519.1	WA5_2530	2788584	2789399	-	Cof-type HAD-IIB family hydrolase	S	A0A0U4WWB7	Op1684
WA5_RS13140	WA5_RS13140	NC_020519.1	WA5_2531	2789474	2789905	-	hypothetical protein	S		Op1685
WA5_RS13145	WA5_RS13145	NC_020519.1	WA5_2532	2790152	2790553	+	helix-turn-helix transcriptional regulator	K	R0HXE6	Op1686
WA5_RS13155	WA5_RS13155	NC_020519.1	WA5_2533	2790982	2792451	+	threonine/serine exporter family protein	S	R0HXN3	Op1687
WA5_RS13160	WA5_RS13160	NC_020519.1	WA5_2534	2792531	2792860	+	hypothetical protein	-	R0JPU7	Op1688
WA5_RS13165	WA5_RS13165	NC_020519.1	WA5_2535	2792873	2794330	+	trehalose-6-phosphate synthase	G	B0BK87	Op1688
WA5_RS13170	WA5_RS13170	NC_020519.1	WA5_2536	2794327	2794815	+	membrane protein	O	A0A0S2T786	Op1688
WA5_RS13175	otsB	NC_020519.1	WA5_2537	2794870	2795640	+	trehalose-phosphatase	G	B0BK89	Op1688
WA5_RS13180	WA5_RS13180	NC_020519.1	WA5_2538	2795673	2796755	-	LacI family DNA-binding transcriptional regulator	K		Op1689
WA5_RS13185	WA5_RS13185	NC_020519.1	WA5_2539	2796856	2797809	+	metal ABC transporter solute-binding protein	P		Op1690
WA5_RS13190	WA5_RS13190	NC_020519.1	WA5_2540	2797820	2798512	+	metal ABC transporter ATP-binding protein	P	Q8NME8	Op1690
WA5_RS13195	WA5_RS13195	NC_020519.1	WA5_2541	2798513	2799394	+	metal ABC transporter permease	P	A0A1R4GFD2	Op1690
WA5_RS13200	WA5_RS13200	NC_020519.1	WA5_2542	2799592	2801037	+	integrase core domain-containing protein	L		Op1691
WA5_RS13210	WA5_RS13210	NC_020519.1	WA5_2544	2801555	2803246	-	FAD-dependent oxidoreductase	C	Q8NME5	Op1692
WA5_RS13215	WA5_RS13215	NC_020519.1	WA5_2545	2803247	2803996	-	TIM barrel protein	L	Q8NME4	Op1692
WA5_RS13220	WA5_RS13220	NC_020519.1	WA5_2546	2804071	2804691	-	Gfo/Idh/MocA family oxidoreductase	S	Q8NME3	Op1693
WA5_RS13225	WA5_RS13225	NC_020519.1	WA5_2547	2804673	2805110	-	Gfo/Idh/MocA family oxidoreductase	S	Q8NME2	Op1693
WA5_RS16570	WA5_RS16570	NC_020519.1	WA5_2548	2805110	2805967	-	MFS transporter	E		Op1694
WA5_RS16575	WA5_RS16575	NC_020519.1	WA5_2549	2806013	2806441	-	MFS transporter	E		Op1695
WA5_RS13235	WA5_RS13235	NC_020519.1	WA5_2550	2806596	2807252	-	IclR family transcriptional regulator	K	Q8NMD9	Op1696
WA5_RS13240	rlmB	NC_020519.1	WA5_2551	2807423	2808364	-	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	J	A0A518TVL8	Op1697
WA5_RS13245	cysS	NC_020519.1	WA5_2552	2808396	2809778	-	cysteine--tRNA ligase	J	Q8NMD7	Op1697
WA5_RS13250	WA5_RS13250	NC_020519.1	WA5_2553	2809821	2811806	-	sucrose-specific PTS transporter subunit IIBC	G	Q8NMD6	Op1698
WA5_RS13255	scrB	NC_020519.1	WA5_2554	2811957	2813258	-	sucrose-6-phosphate hydrolase	G		Op1699
WA5_RS13260	nagB	NC_020519.1	WA5_2555	2813276	2814037	-	glucosamine-6-phosphate deaminase	G	Q8NMD4	Op1699
WA5_RS13265	WA5_RS13265	NC_020519.1	WA5_2556	2814078	2815244	-	N-acetylglucosamine-6-phosphate deacetylase	G		Op1699
WA5_RS13270	WA5_RS13270	NC_020519.1	WA5_2557	2815458	2816396	+	dihydrodipicolinate synthase family protein	E	Q8NMD2	Op1700
WA5_RS13275	WA5_RS13275	NC_020519.1	WA5_2558	2816409	2817320	+	ROK family protein	G	A0A6L2RJC7	Op1700
WA5_RS13280	WA5_RS13280	NC_020519.1	WA5_2559	2817363	2818061	+	N-acetylmannosamine-6-phosphate 2-epimerase	G	A0A0U4XVJ9	Op1701
WA5_RS13285	WA5_RS13285	NC_020519.1	WA5_2560	2818347	2819564	-	glycoside hydrolase	G	Q8NMC8	Op1702
WA5_RS13290	WA5_RS13290	NC_020519.1	WA5_2561	2819554	2820276	-	FadR family transcriptional regulator	K		Op1702
WA5_RS13295	WA5_RS13295	NC_020519.1	WA5_2562	2820584	2822194	+	ABC transporter substrate-binding protein	E	Q8NMC6	Op1703
WA5_RS13300	WA5_RS13300	NC_020519.1	WA5_2563	2822375	2823340	+	ABC transporter permease	P	R0JLA7	Op1704
WA5_RS13305	WA5_RS13305	NC_020519.1		2823341	2825344	+	dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein	P	A0A1Q3DTM5	Op1704
WA5_RS13310	WA5_RS13310	NC_020519.1	WA5_2565	2825341	2826159	+	ATP-binding cassette domain-containing protein	E	Q8NMC3	Op1704
WA5_RS13315	WA5_RS13315	NC_020519.1	WA5_2566	2826212	2826835	-	LysE family translocator	E	Q8NMC2	Op1705
WA5_RS13320	WA5_RS13320	NC_020519.1	WA5_2567	2826907	2827407	+	Lrp/AsnC family transcriptional regulator	K		Op1706
WA5_RS13325	WA5_RS13325	NC_020519.1	WA5_2568	2827455	2827817	-	hypothetical protein	X	Q8NMC0	Op1707
WA5_RS13330	ispF	NC_020519.1	WA5_2569	2827901	2828383	-	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase	I	A0A6L2RIZ6	Op1708
WA5_RS13335	ispD	NC_020519.1	WA5_2570	2828376	2829146	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	I	Q8NMB8	Op1708
WA5_RS13340	WA5_RS13340	NC_020519.1	WA5_2571	2829153	2829749	-	CarD family transcriptional regulator	K	R0JPX8	Op1708
WA5_RS13345	WA5_RS13345	NC_020519.1	WA5_2572	2830057	2830782	+	response regulator transcription factor	K	R0JAH5	Op1709
WA5_RS13350	WA5_RS13350	NC_020519.1	WA5_2573	2830779	2831897	+	HAMP domain-containing histidine kinase	T	Q8NMB5	Op1709
WA5_RS13355	WA5_RS13355	NC_020519.1	WA5_2574	2832085	2832669	+	hypothetical protein	S	Q8NMB4	Op1710
WA5_RS13360	radA	NC_020519.1	WA5_2575	2832790	2834184	+	DNA repair protein RadA	O	Q8NMB3	Op1711
WA5_RS13365	disA	NC_020519.1	WA5_2576	2834188	2835288	+	DNA integrity scanning diadenylate cyclase DisA	L	Q8NMB2	Op1711
WA5_RS13370	WA5_RS13370	NC_020519.1	WA5_2577	2835280	2835969	-	hypothetical protein	-	Q8NMB1	Op1712
WA5_RS13375	WA5_RS13375	NC_020519.1	WA5_2578	2836045	2837499	-	aldehyde dehydrogenase family protein	C	Q8NMB0	Op1713
WA5_RS13380	WA5_RS13380	NC_020519.1	WA5_2579	2837953	2838576	-	carbonic anhydrase	P	R0HXJ8	Op1714
WA5_RS13385	WA5_RS13385	NC_020519.1	WA5_2580	2838643	2839524	+	A/G-specific adenine glycosylase	L	Q8NMA7	Op1715
WA5_RS13390	WA5_RS13390	NC_020519.1	WA5_2581	2839562	2840719	+	hypothetical protein	-	Q8NMA6	Op1715
WA5_RS15855	WA5_RS15855	NC_020519.1		2840755	2840928	-	DUF4236 domain-containing protein	S		Op1716
WA5_RS13395	WA5_RS13395	NC_020519.1	WA5_2582	2841075	2841851	+	acetoin reductase	I	Q8NMA4	Op1717
WA5_RS13400	WA5_RS13400	NC_020519.1	WA5_2583	2842493	2843236	+	hypothetical protein	X	Q8NMA2	Op1718
WA5_RS13405	WA5_RS13405	NC_020519.1	WA5_2584	2843429	2843722	-	antibiotic biosynthesis monooxygenase	S	A0A1Q3DTC4	Op1719
WA5_RS13410	WA5_RS13410	NC_020519.1	WA5_2585	2844163	2846940	-	ATP-dependent Clp protease ATP-binding subunit	O	Q8NMA0	Op1720
WA5_RS13415	WA5_RS13415	NC_020519.1	WA5_2586	2847229	2848662	+	GuaB1 family IMP dehydrogenase-related protein	F	A0A0S2T7F1	Op1721
WA5_RS13420	WA5_RS13420	NC_020519.1	WA5_2587	2848850	2849782	+	helix-turn-helix domain-containing protein	K		Op1722
WA5_RS13425	WA5_RS13425	NC_020519.1	WA5_2588	2849935	2851818	+	phenol hydroxylase	C		Op1723
WA5_RS13430	WA5_RS13430	NC_020519.1	WA5_2589	2852017	2853735	+	hypothetical protein	X	Q8NM96	Op1724
WA5_RS13435	WA5_RS13435	NC_020519.1	WA5_2590	2853769	2855712	+	hypothetical protein	X	Q8NM95	Op1724
WA5_RS13440	WA5_RS13440	NC_020519.1	WA5_2591	2855795	2857519	+	hypothetical protein	X	Q8NM94	Op1725
WA5_RS13445	WA5_RS13445	NC_020519.1	WA5_2592	2857610	2859055	-	multidrug efflux MFS transporter	E	H7C6A9	Op1726
WA5_RS13450	WA5_RS13450	NC_020519.1	WA5_2593	2859192	2860145	-	DUF559 domain-containing protein	K	Q8NM93	Op1727
WA5_RS13455	lysS	NC_020519.1	WA5_2594	2860502	2862082	-	lysine--tRNA ligase	J	A0A0U4XQQ7	Op1728
WA5_RS13460	WA5_RS13460	NC_020519.1	WA5_2595	2862129	2862929	-	pantoate--beta-alanine ligase	H	Q8NM91	Op1729
WA5_RS13465	WA5_RS13465	NC_020519.1	WA5_2596	2862926	2863621	-	hypothetical protein	S	Q8NM90	Op1729
WA5_RS13470	WA5_RS13470	NC_020519.1	WA5_2597	2863621	2864370	-	hypothetical protein	-		Op1729
WA5_RS13475	WA5_RS13475	NC_020519.1	WA5_2598	2864381	2864848	-	DUF3180 domain-containing protein	S	R0JAK0	Op1729
WA5_RS13480	folK	NC_020519.1	WA5_2599	2864864	2865343	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	H	Q8NM87	Op1729
WA5_RS13485	folB	NC_020519.1	WA5_2600	2865343	2865735	-	dihydroneopterin aldolase	H	R0HXM2	Op1729
WA5_RS13490	folP	NC_020519.1	WA5_2601	2865728	2866582	-	dihydropteroate synthase	H	A0A1Q6BR00	Op1729
WA5_RS13495	folE	NC_020519.1	WA5_2602	2866583	2867188	-	GTP cyclohydrolase I FolE	H	A0A1B4WP45	Op1729
WA5_RS13500	ftsH	NC_020519.1	WA5_2603	2867166	2869727	-	ATP-dependent zinc metalloprotease FtsH	O	Q6M2F0	Op1730
WA5_RS13505	hpt	NC_020519.1	WA5_2604	2869860	2870444	-	hypoxanthine phosphoribosyltransferase	F	R0JLE4	Op1731
WA5_RS13510	tilS	NC_020519.1	WA5_2605	2870496	2871440	-	tRNA lysidine(34) synthetase TilS	J	Q6M2E8	Op1732
WA5_RS13515	dacB	NC_020519.1	WA5_2606	2871442	2872725	-	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	M		Op1732
WA5_RS13520	WA5_RS13520	NC_020519.1	WA5_2607	2872926	2873402	+	inorganic diphosphatase	C	A0A0S2T7H8	Op1733
WA5_RS13525	WA5_RS13525	NC_020519.1	WA5_2608	2873902	2875443	-	polyamine aminopropyltransferase	S	A0A0S2T7F8	Op1734
WA5_RS13530	WA5_RS13530	NC_020519.1	WA5_2609	2875431	2875856	-	DUF350 domain-containing protein	S		Op1734
WA5_RS13535	WA5_RS13535	NC_020519.1	WA5_2610	2875867	2876280	-	DUF4247 domain-containing protein	S	R0HXN8	Op1734
WA5_RS13540	WA5_RS13540	NC_020519.1	WA5_2611	2876277	2876756	-	DUF2617 family protein	S		Op1734
WA5_RS13545	WA5_RS13545	NC_020519.1	WA5_2612	2876774	2877385	-	DUF4178 domain-containing protein	S		Op1734
WA5_RS16580	WA5_RS16580	NC_020519.1	WA5_2613	2877452	2877703	-	hypothetical protein	G	A0A6M4Q4E7	Op1735
WA5_RS16585	WA5_RS16585	NC_020519.1		2878063	2878068	-	hypothetical protein	X		Op1736
WA5_RS13560	WA5_RS13560	NC_020519.1	WA5_2615	2878475	2879710	-	FAD-dependent oxidoreductase	S	Q8NM70	Op1737
WA5_RS13565	WA5_RS13565	NC_020519.1	WA5_2616	2879965	2880255	+	rhodanese-like domain-containing protein	P	A0A1Q6BQR8	Op1738
WA5_RS13570	WA5_RS13570	NC_020519.1	WA5_2617	2880544	2880990	+	MarR family winged helix-turn-helix transcriptional regulator	K	A0A0S2T7J5	Op1739
WA5_RS13575	WA5_RS13575	NC_020519.1	WA5_2618	2880998	2884885	+	non-ribosomal peptide synthetase	Q		Op1739
WA5_RS13580	WA5_RS13580	NC_020519.1	WA5_2619	2884932	2886497	-	succinic semialdehyde dehydrogenase	C	Q8NM66	Op1740
WA5_RS13585	ppk2	NC_020519.1	WA5_2620	2886913	2887812	-	polyphosphate kinase 2	S	A0A6M4Q1P3	Op1741
WA5_RS13590	WA5_RS13590	NC_020519.1		2887941	2888078	-	PorA family porin	X	H7C6A6	Op1742
WA5_RS16180	WA5_RS16180	NC_020519.1		2888162	2888335	-	PorH family porin	-		Op1743
WA5_RS13595	groL	NC_020519.1	WA5_2621	2888894	2890540	-	chaperonin GroEL	O	A0A6L2RJ44	Op1744
WA5_RS13600	WA5_RS13600	NC_020519.1	WA5_2622	2890748	2890930	-	hypothetical protein	X	Q8NM63	Op1745
WA5_RS13605	WA5_RS13605	NC_020519.1	WA5_2623	2890927	2892138	-	hypothetical protein	S	Q8NM62	Op1745
WA5_RS13610	WA5_RS13610	NC_020519.1	WA5_2624	2892135	2893100	-	hypothetical protein	-	R0JKT6	Op1745
WA5_RS13615	WA5_RS13615	NC_020519.1	WA5_2625	2893097	2894992	-	hypothetical protein	-		Op1745
WA5_RS13620	WA5_RS13620	NC_020519.1	WA5_2626	2895069	2897525	-	hypothetical protein	-	Q8NM59	Op1745
WA5_RS13625	WA5_RS13625	NC_020519.1	WA5_2627	2897525	2900326	-	hypothetical protein	-	Q8NM58	Op1745
WA5_RS13630	WA5_RS13630	NC_020519.1	WA5_2628	2900327	2903920	-	tubulin-like doman-containing protein	S	A0A1Q6BWZ5	Op1745
WA5_RS13635	WA5_RS13635	NC_020519.1	WA5_2629	2903961	2906642	-	VWA domain-containing protein	S		Op1745
WA5_RS13640	WA5_RS13640	NC_020519.1	WA5_2630	2906636	2907250	-	hypothetical protein	-		Op1745
WA5_RS13645	WA5_RS13645	NC_020519.1	WA5_2631	2907515	2908888	+	dipeptidase	E		Op1746
WA5_RS13650	WA5_RS13650	NC_020519.1	WA5_2632	2909231	2909791	+	hypothetical protein	E	A0A0F6SRT1	Op1747
WA5_RS13655	WA5_RS13655	NC_020519.1	WA5_2633	2910172	2913231	+	Na+/H+ antiporter subunit A	C	Q8NM51	Op1748
WA5_RS13660	WA5_RS13660	NC_020519.1	WA5_2634	2913235	2913726	+	Na(+)/H(+) antiporter subunit C	P	R0HWZ4	Op1748
WA5_RS13665	WA5_RS13665	NC_020519.1	WA5_2635	2913719	2915419	+	Na+/H+ antiporter subunit D	C		Op1748
WA5_RS13670	WA5_RS13670	NC_020519.1	WA5_2636	2915416	2915925	+	Na+/H+ antiporter subunit E	P		Op1748
WA5_RS13675	WA5_RS13675	NC_020519.1	WA5_2637	2915929	2916204	+	monovalent cation/H+ antiporter complex subunit F	P	A0A1B4WP73	Op1748
WA5_RS13680	mnhG	NC_020519.1	WA5_2638	2916205	2916585	+	monovalent cation/H(+) antiporter subunit G	P	R0JKU8	Op1748
WA5_RS13685	WA5_RS13685	NC_020519.1	WA5_2639	2917021	2917620	-	alpha/beta hydrolase	S	R0HWZ8	Op1749
WA5_RS13690	WA5_RS13690	NC_020519.1	WA5_2640	2917627	2918757	-	glutamate--cysteine ligase	H	A0A0S2T7I3	Op1749
WA5_RS13695	WA5_RS13695	NC_020519.1	WA5_2641	2918816	2919481	-	LytR C-terminal domain-containing protein	S	Q8NM43	Op1750
WA5_RS13700	WA5_RS13700	NC_020519.1	WA5_2642	2919487	2919699	-	DUF3263 domain-containing protein	S	R0JA12	Op1750
WA5_RS13705	WA5_RS13705	NC_020519.1	WA5_2643	2919715	2920296	+	peptide deformylase	J	A0A0S2T7I7	Op1751
WA5_RS13710	WA5_RS13710	NC_020519.1	WA5_2644	2920286	2921293	+	GNAT family N-acetyltransferase	K	A0A1R4GN38	Op1751
WA5_RS13715	WA5_RS13715	NC_020519.1	WA5_2645	2921320	2922111	+	exodeoxyribonuclease III	L	R0HX92	Op1751
WA5_RS13720	WA5_RS13720	NC_020519.1	WA5_2646	2922118	2923620	+	phospholipase D-like domain-containing protein	I	R0JPI1	Op1751
WA5_RS13725	WA5_RS13725	NC_020519.1	WA5_2647	2923951	2925147	-	multidrug effflux MFS transporter	E	Q8NM37	Op1752
WA5_RS13730	WA5_RS13730	NC_020519.1	WA5_2648	2925397	2926707	+	Na/Pi cotransporter family protein	P		Op1753
WA5_RS13735	WA5_RS13735	NC_020519.1	WA5_2649	2926704	2927546	-	PhzF family phenazine biosynthesis protein	S	Q8NM35	Op1754
WA5_RS13740	WA5_RS13740	NC_020519.1	WA5_2650	2927548	2928306	-	multidrug ABC transporter permease	S	R0HX95	Op1754
WA5_RS13745	WA5_RS13745	NC_020519.1	WA5_2651	2928299	2929231	-	ABC transporter ATP-binding protein	V	A0A0U4YS49	Op1754
WA5_RS13750	WA5_RS13750	NC_020519.1	WA5_2652	2929253	2929747	-	NUDIX hydrolase	F		Op1754
WA5_RS13755	WA5_RS13755	NC_020519.1	WA5_2653	2929834	2931339	+	hypothetical protein	T		Op1755
WA5_RS13760	WA5_RS13760	NC_020519.1	WA5_2654	2931340	2932374	+	glutamate ABC transporter substrate-binding protein	E	Q8NM30	Op1755
WA5_RS13765	WA5_RS13765	NC_020519.1	WA5_2655	2932364	2934832	+	serine/threonine protein kinase	K	A0A1B4WPB3	Op1755
WA5_RS13770	WA5_RS13770	NC_020519.1	WA5_2656	2935312	2936505	-	acetate kinase	F	P77845	Op1756
WA5_RS13775	pta	NC_020519.1	WA5_2657	2936505	2937890	-	phosphate acetyltransferase	C		Op1756
WA5_RS13780	WA5_RS13780	NC_020519.1	WA5_2658	2938403	2939770	+	FAD-dependent oxidoreductase	E	Q8NM28	Op1757
WA5_RS13785	WA5_RS13785	NC_020519.1	WA5_2659	2939907	2940455	+	GNAT family N-acetyltransferase	S	Q8NM27	Op1758
WA5_RS13790	WA5_RS13790	NC_020519.1	WA5_2660	2940444	2941454	-	hypothetical protein	-		Op1759
WA5_RS13795	WA5_RS13795	NC_020519.1	WA5_2661	2941469	2942500	-	hypothetical protein	-		Op1759
WA5_RS13800	WA5_RS13800	NC_020519.1	WA5_2662	2942606	2943007	-	hypothetical protein	X	Q8NM24	Op1760
WA5_RS13805	purT	NC_020519.1	WA5_2663	2943009	2944235	-	formate-dependent phosphoribosylglycinamide formyltransferase	F	R0JKW8	Op1760
WA5_RS15875	WA5_RS15875	NC_020519.1		2945173	2945532	-	hypothetical protein	X		Op1761
WA5_RS13810	WA5_RS13810	NC_020519.1	WA5_2664	2945636	2946403	-	hypothetical protein	S		Op1761
WA5_RS13815	WA5_RS13815	NC_020519.1	WA5_2665	2946695	2947648	-	IS3 family transposase	L		Op1762
WA5_RS13825	WA5_RS13825	NC_020519.1	WA5_2667	2948046	2949188	-	sensor histidine kinase	T	Q8NM19	Op1763
WA5_RS13830	WA5_RS13830	NC_020519.1	WA5_2668	2949262	2949882	-	response regulator transcription factor	K	Q8NM18	Op1764
WA5_RS13840	WA5_RS13840	NC_020519.1	WA5_2669	2950431	2951723	-	adenylosuccinate synthase	F	Q8NM16	Op1765
WA5_RS13845	WA5_RS13845	NC_020519.1	WA5_2670	2951843	2952694	+	hypothetical protein	I		Op1766
WA5_RS13850	WA5_RS13850	NC_020519.1	WA5_2671	2952709	2952975	+	PLDc N-terminal domain-containing protein	C	A0A6L2RK83	Op1766
WA5_RS13855	WA5_RS13855	NC_020519.1	WA5_2672	2952972	2954141	-	aromatic acid exporter family protein	S	R0JA30	Op1767
