## Mon Oct 24 05:02:52 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WA5_RS14135	196627.cg3129	4.46e-167	467.0	COG3910@1|root,COG3910@2|Bacteria,2GNJ2@201174|Actinobacteria,22MUE@1653|Corynebacteriaceae	201174|Actinobacteria	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AAA_21,AAA_23
WA5_RS14140	196627.cg3130	1.39e-277	760.0	COG0477@1|root,COG2814@2|Bacteria,2GIR8@201174|Actinobacteria,22M7A@1653|Corynebacteriaceae	201174|Actinobacteria	EGP	COG0477 Permeases of the major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
WA5_RS14145	196627.cg3131	0.0	874.0	COG0624@1|root,COG0624@2|Bacteria,2GKKW@201174|Actinobacteria,22KPM@1653|Corynebacteriaceae	201174|Actinobacteria	E	COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	-	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
WA5_RS16610	196627.cg3132	4.31e-154	446.0	COG3170@1|root,COG4117@1|root,COG3170@2|Bacteria,COG4117@2|Bacteria,2I5A8@201174|Actinobacteria,22JZJ@1653|Corynebacteriaceae	201174|Actinobacteria	C	Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)	-	-	-	-	-	-	-	-	-	-	-	-	Ni_hydr_CYTB
WA5_RS14155	196627.cg3133	1.22e-247	679.0	COG1122@1|root,COG1122@2|Bacteria,2H38S@201174|Actinobacteria,22JJT@1653|Corynebacteriaceae	201174|Actinobacteria	P	COG1122 ABC-type cobalt transport system, ATPase component	-	-	-	ko:K16786,ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
WA5_RS14160	196627.cg3134	5.15e-135	384.0	COG0619@1|root,COG0619@2|Bacteria,2IC4F@201174|Actinobacteria,22MIV@1653|Corynebacteriaceae	201174|Actinobacteria	P	ABC-type cobalt transport system permease component CbiQ and related transporters	-	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
WA5_RS14165	196627.cg3135	2.67e-130	375.0	COG3275@1|root,COG3275@2|Bacteria,2IG3Y@201174|Actinobacteria,22R8Q@1653|Corynebacteriaceae	201174|Actinobacteria	T	phosphorelay sensor kinase activity	-	-	-	ko:K16923	-	M00582	-	-	ko00000,ko00002,ko02000	3.A.1.28	-	-	-
WA5_RS14170	196627.cg3136	1.4e-195	542.0	COG0778@1|root,COG0778@2|Bacteria,2I65Z@201174|Actinobacteria,22KVB@1653|Corynebacteriaceae	201174|Actinobacteria	C	nitroreductase	mdaA	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
WA5_RS14175	196627.cg3137	1.82e-226	622.0	COG1957@1|root,COG1957@2|Bacteria,2GP6N@201174|Actinobacteria,22MAU@1653|Corynebacteriaceae	201174|Actinobacteria	F	inosine-uridine preferring nucleoside hydrolase	iunH	-	3.2.2.1	ko:K01239,ko:K01250	ko00230,ko00760,ko01100,map00230,map00760,map01100	-	R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000	-	-	-	IU_nuc_hydro
WA5_RS14180	196627.cg3138	1.21e-218	605.0	COG0330@1|root,COG0330@2|Bacteria,2GM0Z@201174|Actinobacteria,22M25@1653|Corynebacteriaceae	201174|Actinobacteria	O	Membrane protease subunits, stomatin prohibitin homologs	f42a	-	-	-	-	-	-	-	-	-	-	-	Band_7
WA5_RS14185	196627.cg3139	1.45e-38	128.0	COG4877@1|root,COG4877@2|Bacteria,2GQV1@201174|Actinobacteria,22PDM@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14190	196627.cg3140	8.21e-139	392.0	COG2818@1|root,COG2818@2|Bacteria,2IFH0@201174|Actinobacteria,22KRX@1653|Corynebacteriaceae	201174|Actinobacteria	L	3-methyladenine DNA glycosylase	tag	-	3.2.2.20	ko:K01246	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Adenine_glyco
WA5_RS14195	196627.cg3141	1.29e-278	761.0	COG1017@1|root,COG1018@1|root,COG1017@2|Bacteria,COG1018@2|Bacteria,2GKXT@201174|Actinobacteria,22KR4@1653|Corynebacteriaceae	201174|Actinobacteria	C	Belongs to the globin family	hmp	-	1.14.12.17	ko:K05916	ko05132,map05132	-	-	-	ko00000,ko00001,ko01000	-	-	-	FAD_binding_6,Globin,NAD_binding_1
WA5_RS14200	196627.cg3142	3.13e-125	358.0	2EG6R@1|root,339YM@2|Bacteria,2IPW6@201174|Actinobacteria,22N9A@1653|Corynebacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF1707)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1707
WA5_RS14205	196627.cg3143	6.4e-142	401.0	COG2085@1|root,COG2085@2|Bacteria,2GJF5@201174|Actinobacteria,22MYC@1653|Corynebacteriaceae	201174|Actinobacteria	S	NADP oxidoreductase coenzyme F420-dependent	-	-	1.5.1.40	ko:K06988	-	-	-	-	ko00000,ko01000	-	-	-	F420_oxidored
WA5_RS14210	196627.cg3144	1.21e-135	384.0	COG3711@1|root,COG3711@2|Bacteria,2I8K8@201174|Actinobacteria,22M2P@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional antiterminator	licT	-	-	ko:K03488	-	-	-	-	ko00000,ko03000	-	-	-	CAT_RBD,PRD,PTS-HPr
WA5_RS14220	196627.cg3146	1.54e-88	259.0	COG2723@1|root,COG2723@2|Bacteria,2GJAF@201174|Actinobacteria,22M9T@1653|Corynebacteriaceae	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 1 family	bglH	-	3.2.1.86	ko:K01223	ko00010,ko00500,map00010,map00500	-	R00839,R05133,R05134	RC00049,RC00171,RC00714	ko00000,ko00001,ko01000	-	GT1	-	Glyco_hydro_1
WA5_RS16320	196627.cg3147	4.06e-40	133.0	COG2723@1|root,COG2723@2|Bacteria	2|Bacteria	G	beta-glucosidase activity	bglH	-	3.2.1.86	ko:K01223	ko00010,ko00500,map00010,map00500	-	R00839,R05133,R05134	RC00049,RC00171,RC00714	ko00000,ko00001,ko01000	-	GT1	-	Glyco_hydro_1
WA5_RS16325	196627.cg3148	4.73e-34	119.0	COG1120@1|root,COG1120@2|Bacteria	2|Bacteria	HP	ATPase activity	-	-	3.1.3.16,3.1.3.48,3.6.3.34	ko:K02013,ko:K05776,ko:K14165	ko02010,map02010	M00189,M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko01009,ko02000	3.A.1.14	-	-	ABC_tran,DSPc
WA5_RS14230	196627.cg3149	2.88e-297	811.0	COG0436@1|root,COG0436@2|Bacteria,2GJ7R@201174|Actinobacteria,22K9R@1653|Corynebacteriaceae	201174|Actinobacteria	E	Aspartate tyrosine aromatic aminotransferase	aspC	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	2.6.1.1,2.6.1.17,2.6.1.2,2.6.1.66	ko:K00812,ko:K14260,ko:K14267	ko00220,ko00250,ko00270,ko00290,ko00300,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00290,map00300,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01120,map01130,map01210,map01230	M00016	R00258,R00355,R00694,R00734,R00896,R01215,R02433,R02619,R04475,R05052	RC00006,RC00008,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	iNJ661.Rv0337c	Aminotran_1_2,HTH_3
WA5_RS14235	196627.cg0226	6.93e-293	803.0	COG2826@1|root,COG2963@1|root,COG2826@2|Bacteria,COG2963@2|Bacteria,2GMZX@201174|Actinobacteria,22M6A@1653|Corynebacteriaceae	201174|Actinobacteria	L	Transposase and inactivated derivatives IS30 family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
WA5_RS14240	196627.cg3153	9.72e-293	800.0	COG5438@1|root,COG5438@2|Bacteria,2GKJ4@201174|Actinobacteria,22KTW@1653|Corynebacteriaceae	201174|Actinobacteria	S	multitransmembrane protein	-	-	-	-	-	-	-	-	-	-	-	-	YibE_F
WA5_RS14245	196627.cg3154	1.44e-311	849.0	COG1004@1|root,COG1004@2|Bacteria,2GJQB@201174|Actinobacteria,22JUC@1653|Corynebacteriaceae	201174|Actinobacteria	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	udgA	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
WA5_RS14250	196627.cg3155	1.04e-133	379.0	COG0717@1|root,COG0717@2|Bacteria,2GKQQ@201174|Actinobacteria,22JHW@1653|Corynebacteriaceae	201174|Actinobacteria	F	Belongs to the dCTP deaminase family	dcd	GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429	3.5.4.13	ko:K01494	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325	RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	DCD
WA5_RS14260	196627.cg3156	2.55e-170	477.0	COG0810@1|root,COG0810@2|Bacteria	2|Bacteria	M	energy transducer activity	infB	-	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	Gram_pos_anchor,HtaA,MucBP,TonB_C,YSIRK_signal,YXWGXW
WA5_RS14265	196627.cg3157	0.0	1057.0	COG2720@1|root,COG2720@2|Bacteria,2GISH@201174|Actinobacteria,22KXA@1653|Corynebacteriaceae	201174|Actinobacteria	V	vancomycin resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,VanW
WA5_RS14270	196627.cg3158	7.69e-275	752.0	COG1472@1|root,COG1472@2|Bacteria,2GM43@201174|Actinobacteria,22KN4@1653|Corynebacteriaceae	201174|Actinobacteria	G	Beta-glucosidase-related glycosidases	lpqI	-	3.2.1.52	ko:K01207	ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501	M00628	R00022,R05963,R07809,R07810,R10831	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_3
WA5_RS14275	196627.cg3159	1.94e-100	291.0	COG0589@1|root,COG0589@2|Bacteria,2IJS7@201174|Actinobacteria,22MQP@1653|Corynebacteriaceae	201174|Actinobacteria	T	Universal stress protein	uspA2	-	-	-	-	-	-	-	-	-	-	-	Usp
WA5_RS14280	196627.cg3160	1.47e-37	126.0	2AU5P@1|root,31JSJ@2|Bacteria,2HNW5@201174|Actinobacteria,22P54@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF2613)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2613
WA5_RS14285	196627.cg3161	0.0	1980.0	COG4981@1|root,COG4981@2|Bacteria,2GMA5@201174|Actinobacteria,22JU2@1653|Corynebacteriaceae	201174|Actinobacteria	I	Domain of unknown function (DUF3367)	aftD	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	-	ko:K16648	-	-	-	-	ko00000,ko01000,ko01003	-	-	-	DUF3367,F5_F8_type_C
WA5_RS14295	196627.cg3163	2.07e-262	718.0	COG1835@1|root,COG1835@2|Bacteria,2GP6W@201174|Actinobacteria,22KXQ@1653|Corynebacteriaceae	201174|Actinobacteria	I	Acyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
WA5_RS14300	196627.cg3164	3.85e-193	536.0	2ATA6@1|root,31IT7@2|Bacteria,2HN6S@201174|Actinobacteria,22MH6@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF3068)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3068
WA5_RS14305	196627.cg3165	0.0	930.0	28HIC@1|root,2Z7TU@2|Bacteria,2GNK5@201174|Actinobacteria,22JKM@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14310	196627.cg3166	2.11e-272	744.0	COG0438@1|root,COG0438@2|Bacteria,2GK8D@201174|Actinobacteria,22JRI@1653|Corynebacteriaceae	201174|Actinobacteria	M	Glycosyltransferase, group 1 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
WA5_RS14315	196627.cg3167	7.57e-135	382.0	2ATN2@1|root,31J6K@2|Bacteria,2HNH7@201174|Actinobacteria,22NEU@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14320	196627.cg3168	2.33e-191	530.0	COG0500@1|root,COG0500@2|Bacteria,2I2MK@201174|Actinobacteria,22KBE@1653|Corynebacteriaceae	201174|Actinobacteria	Q	(SAM)-dependent	-	GO:0008150,GO:0040007	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
WA5_RS14325	196627.cg3169	0.0	1264.0	COG1274@1|root,COG1274@2|Bacteria,2GJH3@201174|Actinobacteria,22K4P@1653|Corynebacteriaceae	201174|Actinobacteria	H	Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle	pckG	GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0010106,GO:0016020,GO:0019725,GO:0030003,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042592,GO:0042594,GO:0043207,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071496,GO:0071944,GO:0075136,GO:0098771	4.1.1.32	ko:K01596	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964	M00003	R00431,R00726	RC00002,RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPCK_C,PEPCK_N
WA5_RS14330	196627.cg3170	2.06e-237	653.0	COG1275@1|root,COG1275@2|Bacteria,2GKPA@201174|Actinobacteria,22KDK@1653|Corynebacteriaceae	201174|Actinobacteria	P	Tellurite resistance protein and related permeases	tehA	-	-	-	-	-	-	-	-	-	-	-	SLAC1
WA5_RS14335	196627.cg3172	9.87e-192	531.0	COG0220@1|root,COG0220@2|Bacteria,2GJ8R@201174|Actinobacteria,22KDJ@1653|Corynebacteriaceae	201174|Actinobacteria	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0040007,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
WA5_RS14340	196627.cg3173	2.61e-169	472.0	COG1432@1|root,COG1432@2|Bacteria,2GMV5@201174|Actinobacteria,22KHT@1653|Corynebacteriaceae	201174|Actinobacteria	S	NYN domain	-	-	-	ko:K06860	-	-	-	-	ko00000	-	-	-	NYN
WA5_RS14345	196627.cg3174	0.0	1422.0	COG2409@1|root,COG2409@2|Bacteria,2GJ5A@201174|Actinobacteria,22K4M@1653|Corynebacteriaceae	201174|Actinobacteria	S	drug exporters of the RND superfamily	mmpL1	-	-	ko:K06994,ko:K20470	-	-	-	-	ko00000,ko02000	2.A.6.5.6	-	-	MMPL
WA5_RS14350	196627.cg3175	6.8e-250	687.0	COG0392@1|root,COG0392@2|Bacteria,2HXVW@201174|Actinobacteria,22K8N@1653|Corynebacteriaceae	201174|Actinobacteria	S	Integral membrane protein	-	-	-	ko:K07027,ko:K20468	-	-	-	-	ko00000,ko02000	4.D.2,4.D.2.4.1	-	-	LPG_synthase_TM
WA5_RS14355	196627.cg3176	1.27e-83	246.0	2E6D0@1|root,31JFQ@2|Bacteria,2HNNE@201174|Actinobacteria,22NSW@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF3054)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3054
WA5_RS14360	196627.cg3177	0.0	1011.0	COG4799@1|root,COG4799@2|Bacteria,2GJMT@201174|Actinobacteria,22RA4@1653|Corynebacteriaceae	201174|Actinobacteria	I	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	accD	-	-	-	-	-	-	-	-	-	-	-	Carboxyl_trans
WA5_RS14365	196627.cg3178	0.0	3095.0	COG0236@1|root,COG3319@1|root,COG3321@1|root,COG0236@2|Bacteria,COG3319@2|Bacteria,COG3321@2|Bacteria,2H477@201174|Actinobacteria,22KQD@1653|Corynebacteriaceae	201174|Actinobacteria	Q	Polyketide synthase modules and related proteins	pks13	-	-	ko:K12437,ko:K12443	-	-	-	-	ko00000,ko01004	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt
WA5_RS14370	196627.cg3179	0.0	1209.0	COG0318@1|root,COG0318@2|Bacteria,2HEHR@201174|Actinobacteria,22KDV@1653|Corynebacteriaceae	201174|Actinobacteria	IQ	Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II	fadD1	-	-	ko:K12428	-	-	-	-	ko00000,ko01004	-	-	-	AMP-binding
WA5_RS14375	196627.cg3180	2.67e-223	615.0	COG4223@1|root,COG4223@2|Bacteria,2GKXK@201174|Actinobacteria,22JMS@1653|Corynebacteriaceae	201174|Actinobacteria	S	Cutinase	elrF	-	-	-	-	-	-	-	-	-	-	-	Cutinase
WA5_RS14380	196627.cg3181	4.15e-97	284.0	2BFM7@1|root,329FH@2|Bacteria,2HKVM@201174|Actinobacteria,22P5H@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF732
WA5_RS14385	196627.cg3182	0.0	1333.0	COG0627@1|root,COG5479@1|root,COG0627@2|Bacteria,COG5479@2|Bacteria,2H37X@201174|Actinobacteria,22JSK@1653|Corynebacteriaceae	201174|Actinobacteria	M	Trehalose corynomycolyl transferase	csp1	-	-	-	-	-	-	-	-	-	-	-	Esterase,LGFP
WA5_RS14390	196627.cg3185	0.0	867.0	COG1403@1|root,COG1403@2|Bacteria,2GU7G@201174|Actinobacteria,22JN4@1653|Corynebacteriaceae	201174|Actinobacteria	V	endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	DUF222,HNH
WA5_RS14395	196627.cg3186	2.21e-254	696.0	COG0627@1|root,COG0627@2|Bacteria,2GJX4@201174|Actinobacteria,22JS8@1653|Corynebacteriaceae	201174|Actinobacteria	S	esterase	fbpB	GO:0001968,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006629,GO:0006643,GO:0006664,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009247,GO:0009273,GO:0009605,GO:0009607,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010876,GO:0010954,GO:0016020,GO:0016043,GO:0016740,GO:0016746,GO:0016747,GO:0019222,GO:0019899,GO:0022607,GO:0030162,GO:0030312,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0033036,GO:0035375,GO:0040007,GO:0042221,GO:0042546,GO:0043207,GO:0044044,GO:0044085,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044121,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044403,GO:0044419,GO:0044424,GO:0044464,GO:0045862,GO:0046467,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0070613,GO:0071554,GO:0071702,GO:0071704,GO:0071766,GO:0071769,GO:0071840,GO:0071944,GO:0075136,GO:0080090,GO:1901135,GO:1901137,GO:1901576,GO:1903317,GO:1903319,GO:1903509	2.3.1.122,2.3.1.20	ko:K18851	ko00561,ko01100,map00561,map01100	M00089	R02251	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	Esterase
WA5_RS14400	196627.cg3187	0.0	1380.0	COG1807@1|root,COG1807@2|Bacteria,2GNPY@201174|Actinobacteria,22K2C@1653|Corynebacteriaceae	201174|Actinobacteria	M	capsule polysaccharide biosynthetic process	aftB	GO:0008150,GO:0040007	-	ko:K13687	-	-	-	-	ko00000,ko01000,ko01003	-	GT89	-	-
WA5_RS14405	196627.cg3189	8.39e-234	644.0	COG0382@1|root,COG0382@2|Bacteria,2GJ6P@201174|Actinobacteria,22JZ2@1653|Corynebacteriaceae	201174|Actinobacteria	H	Phosphoribose diphosphate decaprenyl-phosphate phosphoribosyltransferase	ubiA	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006629,GO:0006643,GO:0006664,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009247,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016763,GO:0031224,GO:0031226,GO:0040007,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044464,GO:0046467,GO:0046872,GO:0052636,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.4.2.45	ko:K14136	-	-	R10095	RC00005	ko00000,ko01000,ko01006	-	-	-	UbiA
WA5_RS14410	196627.cg3190	7.53e-110	317.0	COG0671@1|root,COG0671@2|Bacteria,2IIA1@201174|Actinobacteria,22N9J@1653|Corynebacteriaceae	201174|Actinobacteria	I	Membrane-associated phospholipid phosphatase	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
WA5_RS14415	196627.cg3191	0.0	1326.0	COG1216@1|root,COG1216@2|Bacteria,2GM9N@201174|Actinobacteria,22KE3@1653|Corynebacteriaceae	201174|Actinobacteria	S	Glycosyltransferases	glfT	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005976,GO:0006139,GO:0006629,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008378,GO:0008610,GO:0008653,GO:0008921,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009273,GO:0009987,GO:0010383,GO:0016020,GO:0016043,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0022607,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0035250,GO:0035496,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045229,GO:0046483,GO:0052573,GO:0055086,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071704,GO:0071766,GO:0071769,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901360,GO:1901576,GO:1903509	2.4.1.288	ko:K16650	-	-	-	-	ko00000,ko01000,ko01003	-	GT2	iNJ661.Rv3808c	Glyco_tranf_2_3
WA5_RS14420	196627.cg3192	2.19e-306	838.0	2EDNG@1|root,337I7@2|Bacteria,2HJII@201174|Actinobacteria,22JY4@1653|Corynebacteriaceae	201174|Actinobacteria	S	Psort location	-	-	-	-	-	-	-	-	-	-	-	-	DUF5129
WA5_RS14425	196627.cg3193	1.89e-110	317.0	COG0671@1|root,COG0671@2|Bacteria,2IREX@201174|Actinobacteria,22PAG@1653|Corynebacteriaceae	201174|Actinobacteria	I	Membrane-associated phospholipid phosphatase	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
WA5_RS14430	196627.cg3194	9.72e-131	373.0	COG0671@1|root,COG0671@2|Bacteria,2HNGV@201174|Actinobacteria,22NDQ@1653|Corynebacteriaceae	201174|Actinobacteria	I	phosphoesterase, PA-phosphatase related	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14435	196627.cg3195	0.0	1234.0	COG2072@1|root,COG2072@2|Bacteria,2GK95@201174|Actinobacteria,22KDT@1653|Corynebacteriaceae	201174|Actinobacteria	P	flavoprotein involved in K transport	-	-	-	ko:K07222	-	-	-	-	ko00000	-	-	-	FMO-like,Pyr_redox_3
